game_number,payout,lifestyle_bonus,total_payout,lifestyle_bonuses,cards_drawn,draw_order,card_stack,suit_counts,life,wild,death,super_death,longest_suit_count,best_payout,best_payout_card_count
6183,0.2,0.0,0.2,0,3,"['life7', 'life1', 'death3']","{'suits': {1: ['life1'], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,0.2,"[life7, life1, death3]"
6184,1.3,0.1,1.4,1,5,"['life8', 'super_life6', 'super_life2', 'wild', 'death10']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: [], 5: [], 6: ['super_life6'], 7: [], 8: ['life8', 'wild'], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 2, 9: 0, 10: 1}",3,1,1,0,2,1.3,"[life8, super_life6, super_life2, wild, death10]"
6185,0.0,0.0,0.0,1,7,"['super_life1', 'life6', 'super_life3', 'life8', 'life5', 'super_life5', 'super_death']","{'suits': {1: ['super_life1'], 2: [], 3: ['super_life3'], 4: [], 5: ['life5', 'super_life5'], 6: ['life6'], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 2, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",6,0,1,1,2,1.8,"[super_life1, life6, super_life3, life8, life5, super_life5, super_death]"
6186,2.4,0.7,3.1,3,12,"['life10', 'super_life10', 'life7', 'life6', 'life9', 'life1', 'super_life9', 'life5', 'super_life2', 'life4', 'wild', 'death2']","{'suits': {1: ['life1'], 2: ['super_life2', 'death2'], 3: [], 4: ['life4'], 5: ['life5'], 6: ['life6'], 7: ['life7'], 8: [], 9: ['life9', 'super_life9'], 10: ['life10', 'super_life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 2, 3: 0, 4: 1, 5: 1, 6: 1, 7: 1, 8: 0, 9: 2, 10: 3}",10,1,1,0,3,2.4,"[life10, super_life10, life7, life6, life9, life1, super_life9, life5, super_life2, life4, wild, death2]"
6187,0.7,0.0,0.7,0,4,"['super_life9', 'life8', 'life10', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['life8'], 9: ['super_life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 1, 10: 1}",3,0,1,0,1,0.7,"[super_life9, life8, life10, death2]"
6188,0.3,0.1,0.4,1,4,"['life6', 'life6', 'life7', 'death10']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6', 'life6'], 7: ['life7'], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 1, 8: 0, 9: 0, 10: 1}",3,0,1,0,2,0.3,"[life6, life6, life7, death10]"
6189,0.3,0.0,0.3,0,4,"['life10', 'life3', 'life1', 'death4']","{'suits': {1: ['life1'], 2: [], 3: ['life3'], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",3,0,1,0,1,0.3,"[life10, life3, life1, death4]"
6190,0.8,0.0,0.8,0,5,"['life5', 'super_life10', 'life8', 'life4', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['life5'], 6: [], 7: [], 8: ['life8'], 9: ['death9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 1, 9: 1, 10: 1}",4,0,1,0,1,0.8,"[life5, super_life10, life8, life4, death9]"
6191,1.2,0.1,1.3,1,9,"['life8', 'life6', 'life5', 'life4', 'life1', 'life10', 'super_life7', 'life2', 'death10']","{'suits': {1: ['life1'], 2: ['life2'], 3: [], 4: ['life4'], 5: ['life5'], 6: ['life6'], 7: ['super_life7'], 8: ['life8'], 9: [], 10: ['life10', 'death10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 0, 10: 2}",8,0,1,0,2,1.2,"[life8, life6, life5, life4, life1, life10, super_life7, life2, death10]"
6192,2.3,0.6,2.9,2,8,"['life8', 'super_life3', 'life8', 'super_life4', 'super_life6', 'life9', 'super_life8', 'death3']","{'suits': {1: [], 2: [], 3: ['super_life3', 'death3'], 4: ['super_life4'], 5: [], 6: ['super_life6'], 7: [], 8: ['life8', 'life8', 'super_life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 2, 4: 1, 5: 0, 6: 1, 7: 0, 8: 3, 9: 1, 10: 0}",7,0,1,0,3,2.3,"[life8, super_life3, life8, super_life4, super_life6, life9, super_life8, death3]"
6193,0.3,0.0,0.3,0,4,"['life7', 'life2', 'life5', 'death9']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: ['life5'], 6: [], 7: ['life7'], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",3,0,1,0,1,0.3,"[life7, life2, life5, death9]"
6194,2.5,1.1,3.6,2,9,"['life9', 'super_life5', 'super_life10', 'life7', 'life5', 'life10', 'super_wild', 'life5', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: ['super_life5', 'life5', 'life5', 'super_wild'], 6: [], 7: ['life7'], 8: [], 9: ['life9'], 10: ['super_life10', 'life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 4, 6: 0, 7: 1, 8: 0, 9: 1, 10: 2}",7,1,1,0,4,2.5,"[life9, super_life5, super_life10, life7, life5, life10, super_wild, life5, death2]"
6195,0.3,0.0,0.3,0,4,"['life9', 'life6', 'life3', 'death7']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: [], 6: ['life6'], 7: ['death7'], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 1, 10: 0}",3,0,1,0,1,0.3,"[life9, life6, life3, death7]"
6196,0.0,0.0,0.0,0,1,['death5'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
6197,1.2,1.1,2.3,3,11,"['life2', 'life5', 'life3', 'life2', 'life7', 'wild', 'life4', 'life4', 'life10', 'wild', 'death3']","{'suits': {1: [], 2: ['life2', 'life2', 'wild'], 3: ['life3', 'death3'], 4: ['life4', 'life4', 'wild'], 5: ['life5'], 6: [], 7: ['life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 3, 3: 2, 4: 3, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 1}",8,2,1,0,3,1.2,"[life2, life5, life3, life2, life7, wild, life4, life4, life10, wild, death3]"
6198,0.0,0.0,0.0,0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0,0.0,0
6199,0.8,0.0,0.8,0,5,"['life1', 'life3', 'super_life8', 'life9', 'death2']","{'suits': {1: ['life1'], 2: ['death2'], 3: ['life3'], 4: [], 5: [], 6: [], 7: [], 8: ['super_life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 1, 10: 0}",4,0,1,0,1,0.8,"[life1, life3, super_life8, life9, death2]"
6200,2.5,1.2,3.7,3,9,"['super_life10', 'super_life4', 'wild', 'life10', 'super_life7', 'life8', 'super_life8', 'life7', 'death10']","{'suits': {1: [], 2: [], 3: [], 4: ['super_life4'], 5: [], 6: [], 7: ['super_life7', 'life7'], 8: ['life8', 'super_life8'], 9: [], 10: ['super_life10', 'life10', 'death10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 2, 8: 2, 9: 0, 10: 4}",7,1,1,0,4,2.5,"[super_life10, super_life4, wild, life10, super_life7, life8, super_life8, life7, death10]"
6201,0.0,0.0,0.0,0,1,['death5'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
6202,0.0,0.0,0.0,0,1,['death3'],"{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
6203,0.6,0.0,0.6,0,3,"['life9', 'super_life1', 'death7']","{'suits': {1: ['super_life1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",2,0,1,0,1,0.6,"[life9, super_life1, death7]"
6204,0.6,0.1,0.7,1,3,"['life10', 'super_life2', 'death2']","{'suits': {1: [], 2: ['super_life2', 'death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",2,0,1,0,2,0.6,"[life10, super_life2, death2]"
6205,0.7,0.1,0.8,1,4,"['life7', 'super_life8', 'life7', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: ['life7', 'life7'], 8: ['super_life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 2, 8: 1, 9: 0, 10: 0}",3,0,1,0,2,0.7,"[life7, super_life8, life7, death6]"
6206,0.5,0.1,0.6,1,2,"['super_life2', 'death2']","{'suits': {1: [], 2: ['super_life2', 'death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,0.5,"[super_life2, death2]"
6207,0.0,0.0,0.0,0,1,['death10'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",0,0,1,0,1,0.0,0
6208,0.2,0.0,0.2,0,2,"['wild', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': ['wild'], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",0,1,1,0,1,0.2,"[wild, death6]"
6209,1.0,0.0,1.0,0,3,"['super_life9', 'super_life5', 'death10']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['super_life5'], 6: [], 7: [], 8: [], 9: ['super_life9'], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 1}",2,0,1,0,1,1.0,"[super_life9, super_life5, death10]"
6210,1.0,0.0,1.0,0,2,"['super_wild', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': ['super_wild'], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,1,1,0,1,1.0,"[super_wild, death7]"
6211,1.5,0.2,1.7,2,8,"['life2', 'super_life7', 'life3', 'life1', 'super_life1', 'life2', 'life10', 'death5']","{'suits': {1: ['life1', 'super_life1'], 2: ['life2', 'life2'], 3: ['life3'], 4: [], 5: ['death5'], 6: [], 7: ['super_life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 2, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 1}",7,0,1,0,2,1.5,"[life2, super_life7, life3, life1, super_life1, life2, life10, death5]"
6212,1.0,0.6,1.6,2,9,"['life3', 'life9', 'life1', 'life8', 'wild', 'life2', 'wild', 'life9', 'death7']","{'suits': {1: ['life1'], 2: ['life2'], 3: ['life3', 'wild'], 4: [], 5: [], 6: [], 7: ['death7'], 8: ['life8'], 9: ['life9', 'life9', 'wild'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 2, 4: 0, 5: 0, 6: 0, 7: 1, 8: 1, 9: 3, 10: 0}",6,2,1,0,3,1.0,"[life3, life9, life1, life8, wild, life2, wild, life9, death7]"
6213,1.3,0.1,1.4,1,4,"['wild', 'life3', 'super_wild', 'death7']","{'suits': {1: [], 2: [], 3: ['life3', 'wild'], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': ['super_wild'], 'super_death': []}","{1: 0, 2: 0, 3: 2, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",1,2,1,0,2,1.3,"[wild, life3, super_wild, death7]"
6214,0.8,0.1,0.9,1,5,"['life5', 'life9', 'life9', 'super_life3', 'death4']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: ['death4'], 5: ['life5'], 6: [], 7: [], 8: [], 9: ['life9', 'life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 2, 10: 0}",4,0,1,0,2,0.8,"[life5, life9, life9, super_life3, death4]"
6215,0.1,0.0,0.1,0,2,"['life1', 'death10']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",1,0,1,0,1,0.1,"[life1, death10]"
6216,0.2,0.0,0.2,0,3,"['life2', 'life10', 'death5']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",2,0,1,0,1,0.2,"[life2, life10, death5]"
6217,0.1,0.0,0.1,0,2,"['life3', 'death8']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",1,0,1,0,1,0.1,"[life3, death8]"
6218,3.1,2.2,5.3,4,12,"['life9', 'super_life10', 'wild', 'life8', 'wild', 'wild', 'super_wild', 'life10', 'life1', 'super_life8', 'life8', 'death10']","{'suits': {1: ['life1', 'super_wild'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['life8', 'super_life8', 'life8', 'wild'], 9: ['life9', 'wild'], 10: ['super_life10', 'life10', 'death10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 4, 9: 2, 10: 4}",7,4,1,0,4,3.1,"[life9, super_life10, wild, life8, wild, wild, super_wild, life10, life1, super_life8, life8, death10]"
6219,0.2,0.0,0.2,0,3,"['life6', 'life4', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['life6'], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",2,0,1,0,1,0.2,"[life6, life4, death8]"
6220,1.4,0.5,1.9,1,7,"['life7', 'life6', 'life9', 'super_life4', 'life6', 'super_life6', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: ['super_life4'], 5: [], 6: ['life6', 'life6', 'super_life6'], 7: ['life7'], 8: ['death8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 3, 7: 1, 8: 1, 9: 1, 10: 0}",6,0,1,0,3,1.4,"[life7, life6, life9, super_life4, life6, super_life6, death8]"
6221,0.0,0.0,0.0,0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
6222,0.0,0.0,0.0,0,2,"['life9', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",1,0,1,1,1,0.1,"[life9, super_death]"
6223,0.1,0.0,0.1,0,2,"['life1', 'death2']","{'suits': {1: ['life1'], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1,0.1,"[life1, death2]"
6224,0.0,0.0,0.0,0,3,"['life2', 'life3', 'super_death']","{'suits': {1: [], 2: ['life2'], 3: ['life3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,1,1,0.2,"[life2, life3, super_death]"
6225,0.6,0.1,0.7,1,6,"['life7', 'wild', 'life1', 'life8', 'life10', 'death4']","{'suits': {1: ['life1'], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: ['life7', 'wild'], 8: ['life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 2, 8: 1, 9: 0, 10: 1}",4,1,1,0,2,0.6,"[life7, wild, life1, life8, life10, death4]"
6226,0.7,0.1,0.8,1,3,"['wild', 'super_life4', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: ['super_life4', 'wild'], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",1,1,1,0,2,0.7,"[wild, super_life4, death7]"
6227,0.8,0.1,0.9,1,5,"['life5', 'life5', 'life1', 'super_life8', 'death6']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: ['life5', 'life5'], 6: ['death6'], 7: [], 8: ['super_life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 2, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",4,0,1,0,2,0.8,"[life5, life5, life1, super_life8, death6]"
6228,1.2,0.6,1.8,2,7,"['super_life10', 'wild', 'life6', 'life6', 'life7', 'wild', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6', 'life6', 'wild'], 7: ['life7'], 8: [], 9: ['death9'], 10: ['super_life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 3, 7: 1, 8: 0, 9: 1, 10: 2}",4,2,1,0,3,1.2,"[super_life10, wild, life6, life6, life7, wild, death9]"
6229,0.6,0.0,0.6,0,3,"['super_life8', 'life9', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: ['super_life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 1, 9: 1, 10: 0}",2,0,1,0,1,0.6,"[super_life8, life9, death4]"
6230,0.6,0.1,0.7,1,6,"['life10', 'life9', 'wild', 'life6', 'life8', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['death7'], 8: ['life8'], 9: ['life9'], 10: ['life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 1, 10: 2}",4,1,1,0,2,0.6,"[life10, life9, wild, life6, life8, death7]"
6231,0.8,0.2,1.0,2,5,"['life7', 'life7', 'life5', 'super_life2', 'death5']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: [], 5: ['life5', 'death5'], 6: [], 7: ['life7', 'life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 2, 6: 0, 7: 2, 8: 0, 9: 0, 10: 0}",4,0,1,0,2,0.8,"[life7, life7, life5, super_life2, death5]"
6232,0.8,0.0,0.8,0,5,"['life3', 'life7', 'super_life9', 'life10', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['life3'], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: ['super_life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 1}",4,0,1,0,1,0.8,"[life3, life7, super_life9, life10, death2]"
6233,0.9,0.0,0.9,0,6,"['life9', 'life8', 'super_life3', 'life5', 'life1', 'death6']","{'suits': {1: ['life1'], 2: [], 3: ['super_life3'], 4: [], 5: ['life5'], 6: ['death6'], 7: [], 8: ['life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 6: 1, 7: 0, 8: 1, 9: 1, 10: 0}",5,0,1,0,1,0.9,"[life9, life8, super_life3, life5, life1, death6]"
6234,0.1,0.1,0.2,1,2,"['life4', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,0.1,"[life4, death4]"
6235,0.2,0.1,0.3,1,3,"['life5', 'life6', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5'], 6: ['life6', 'death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 2, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,0,2,0.2,"[life5, life6, death6]"
6236,1.4,0.1,1.5,1,7,"['life5', 'life3', 'life4', 'life3', 'super_life6', 'super_life1', 'death8']","{'suits': {1: ['super_life1'], 2: [], 3: ['life3', 'life3'], 4: ['life4'], 5: ['life5'], 6: ['super_life6'], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 2, 4: 1, 5: 1, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",6,0,1,0,2,1.4,"[life5, life3, life4, life3, super_life6, super_life1, death8]"
6237,0.0,0.0,0.0,0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0,0.0,0
6238,0.0,0.0,0.0,1,6,"['life2', 'wild', 'life3', 'life4', 'life7', 'super_death']","{'suits': {1: [], 2: ['life2', 'wild'], 3: ['life3'], 4: ['life4'], 5: [], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 2, 3: 1, 4: 1, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",4,1,1,1,2,0.6,"[life2, wild, life3, life4, life7, super_death]"
6239,2.0,0.7,2.7,3,12,"['life3', 'life2', 'life7', 'super_life9', 'wild', 'super_life8', 'life8', 'life5', 'life9', 'life5', 'life1', 'death10']","{'suits': {1: ['life1'], 2: ['life2'], 3: ['life3'], 4: [], 5: ['life5', 'life5'], 6: [], 7: ['life7'], 8: ['super_life8', 'life8'], 9: ['super_life9', 'life9', 'wild'], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 0, 5: 2, 6: 0, 7: 1, 8: 2, 9: 3, 10: 1}",10,1,1,0,3,2.0,"[life3, life2, life7, super_life9, wild, super_life8, life8, life5, life9, life5, life1, death10]"
6240,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
6241,0.0,0.0,0.0,0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1,0.0,0
