game_number,payout,lifestyle_bonus,total_payout,lifestyle_bonuses,cards_drawn,draw_order,card_stack,suit_counts,life,wild,death,super_death,longest_suit_count
9457,2.6,0.6,3.2,2,10,"['super_life6', 'life5', 'super_life3', 'life3', 'super_wild', 'life2', 'life2', 'life9', 'life10', 'death7']","{'suits': {1: [], 2: ['life2', 'life2'], 3: ['super_life3', 'life3', 'super_wild'], 4: [], 5: ['life5'], 6: ['super_life6'], 7: ['death7'], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 3, 4: 0, 5: 1, 6: 1, 7: 1, 8: 0, 9: 1, 10: 1}",8,1,1,0,3
9458,2.1,1.2,3.3,4,12,"['wild', 'life3', 'wild', 'life4', 'life3', 'life6', 'life10', 'life8', 'super_life4', 'life1', 'super_life8', 'death1']","{'suits': {1: ['life1', 'death1'], 2: [], 3: ['life3', 'life3', 'wild'], 4: ['life4', 'super_life4', 'wild'], 5: [], 6: ['life6'], 7: [], 8: ['life8', 'super_life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 3, 4: 3, 5: 0, 6: 1, 7: 0, 8: 2, 9: 0, 10: 1}",9,2,1,0,3
9459,0.6,0.1,0.7,1,6,"['life3', 'life7', 'life6', 'life9', 'wild', 'death4']","{'suits': {1: [], 2: [], 3: ['life3', 'wild'], 4: ['death4'], 5: [], 6: ['life6'], 7: ['life7'], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 2, 4: 1, 5: 0, 6: 1, 7: 1, 8: 0, 9: 1, 10: 0}",4,1,1,0,2
9460,0.1,0.0,0.1,0,2,"['life4', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
9461,1.2,0.1,1.3,1,5,"['life4', 'life4', 'super_life2', 'super_life1', 'death7']","{'suits': {1: ['super_life1'], 2: ['super_life2'], 3: [], 4: ['life4', 'life4'], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 2, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",4,0,1,0,2
9462,0.7,0.1,0.8,1,4,"['life5', 'super_life10', 'life9', 'death10']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: [], 8: [], 9: ['life9'], 10: ['super_life10', 'death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 1, 10: 2}",3,0,1,0,2
9463,1.2,0.6,1.8,2,8,"['wild', 'life6', 'life8', 'life2', 'life8', 'super_life9', 'life7', 'death9']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: ['life6'], 7: ['life7'], 8: ['life8', 'life8', 'wild'], 9: ['super_life9', 'death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 1, 7: 1, 8: 3, 9: 2, 10: 0}",6,1,1,0,3
9464,0.0,0.0,0.0,0,1,['death3'],"{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
9465,1.5,0.1,1.6,1,3,"['super_life2', 'super_wild', 'death7']","{'suits': {1: [], 2: ['super_life2', 'super_wild'], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",1,1,1,0,2
9466,1.4,0.1,1.5,1,7,"['super_life1', 'life10', 'life7', 'super_life4', 'life9', 'life4', 'death2']","{'suits': {1: ['super_life1'], 2: ['death2'], 3: [], 4: ['super_life4', 'life4'], 5: [], 6: [], 7: ['life7'], 8: [], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 2, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 1}",6,0,1,0,2
9467,0.5,0.1,0.6,1,2,"['super_life5', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['super_life5', 'death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2
9468,0.9,0.0,0.9,0,6,"['life4', 'life2', 'life6', 'life5', 'super_life1', 'death3']","{'suits': {1: ['super_life1'], 2: ['life2'], 3: ['death3'], 4: ['life4'], 5: ['life5'], 6: ['life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",5,0,1,0,1
9469,0.4,0.0,0.4,0,5,"['life8', 'life4', 'life9', 'life7', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['death6'], 7: ['life7'], 8: ['life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 1, 8: 1, 9: 1, 10: 0}",4,0,1,0,1
9470,0.6,0.1,0.7,1,3,"['super_life4', 'life4', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: ['super_life4', 'life4'], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",2,0,1,0,2
9471,1.2,0.5,1.7,1,8,"['life10', 'wild', 'life2', 'life1', 'super_life10', 'life9', 'life6', 'death4']","{'suits': {1: ['life1'], 2: ['life2'], 3: [], 4: ['death4'], 5: [], 6: ['life6'], 7: [], 8: [], 9: ['life9'], 10: ['life10', 'super_life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 1, 10: 3}",6,1,1,0,3
9472,1.5,0.2,1.7,2,8,"['life4', 'super_life5', 'life7', 'life9', 'life1', 'life10', 'super_life1', 'death10']","{'suits': {1: ['life1', 'super_life1'], 2: [], 3: [], 4: ['life4'], 5: ['super_life5'], 6: [], 7: ['life7'], 8: [], 9: ['life9'], 10: ['life10', 'death10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 2}",7,0,1,0,2
9473,0.0,0.0,0.0,0,1,['death3'],"{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
9474,0.0,0.0,0.0,1,8,"['life6', 'life4', 'wild', 'life8', 'life10', 'life9', 'life3', 'super_death']","{'suits': {1: [], 2: [], 3: ['life3'], 4: ['life4'], 5: [], 6: ['life6', 'wild'], 7: [], 8: ['life8'], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 1, 4: 1, 5: 0, 6: 2, 7: 0, 8: 1, 9: 1, 10: 1}",6,1,1,1,2
9475,3.4,2.6,6.0,5,18,"['life5', 'life7', 'life7', 'super_life9', 'life9', 'life8', 'super_life3', 'life5', 'life8', 'life1', 'life8', 'wild', 'super_life10', 'life3', 'super_life6', 'life7', 'life3', 'death9']","{'suits': {1: ['life1'], 2: [], 3: ['super_life3', 'life3', 'life3'], 4: [], 5: ['life5', 'life5'], 6: ['super_life6'], 7: ['life7', 'life7', 'life7', 'wild'], 8: ['life8', 'life8', 'life8'], 9: ['super_life9', 'life9', 'death9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 3, 4: 0, 5: 2, 6: 1, 7: 4, 8: 3, 9: 3, 10: 1}",16,1,1,0,4
9476,2.4,1.5,3.9,6,16,"['life6', 'life3', 'life4', 'life8', 'life5', 'wild', 'life3', 'life7', 'super_life7', 'life5', 'life5', 'life10', 'super_life2', 'life10', 'life4', 'death2']","{'suits': {1: [], 2: ['super_life2', 'death2'], 3: ['life3', 'life3'], 4: ['life4', 'life4'], 5: ['life5', 'life5', 'life5', 'wild'], 6: ['life6'], 7: ['life7', 'super_life7'], 8: ['life8'], 9: [], 10: ['life10', 'life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 2, 4: 2, 5: 4, 6: 1, 7: 2, 8: 1, 9: 0, 10: 2}",14,1,1,0,4
9477,0.4,0.5,0.9,1,5,"['life7', 'life1', 'life5', 'life1', 'death1']","{'suits': {1: ['life1', 'life1', 'death1'], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 3, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",4,0,1,0,3
9478,2.0,0.3,2.3,3,9,"['super_life5', 'life10', 'super_life3', 'life8', 'life8', 'life4', 'life3', 'super_life4', 'death1']","{'suits': {1: ['death1'], 2: [], 3: ['super_life3', 'life3'], 4: ['life4', 'super_life4'], 5: ['super_life5'], 6: [], 7: [], 8: ['life8', 'life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 2, 4: 2, 5: 1, 6: 0, 7: 0, 8: 2, 9: 0, 10: 1}",8,0,1,0,2
9479,1.6,1.5,3.1,2,11,"['wild', 'life2', 'life6', 'life8', 'life5', 'life9', 'super_life2', 'life2', 'wild', 'life9', 'death7']","{'suits': {1: [], 2: ['life2', 'super_life2', 'life2', 'wild'], 3: [], 4: [], 5: ['life5'], 6: ['life6'], 7: ['death7'], 8: ['life8'], 9: ['life9', 'life9', 'wild'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 4, 3: 0, 4: 0, 5: 1, 6: 1, 7: 1, 8: 1, 9: 3, 10: 0}",8,2,1,0,4
9480,0.1,0.1,0.2,1,2,"['life6', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6', 'death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2
9481,2.7,1.6,4.3,4,13,"['life6', 'life9', 'life3', 'life2', 'super_life5', 'life3', 'life5', 'wild', 'super_wild', 'life6', 'life7', 'wild', 'death2']","{'suits': {1: [], 2: ['life2', 'death2'], 3: ['life3', 'life3', 'super_wild'], 4: [], 5: ['super_life5', 'life5', 'wild'], 6: ['life6', 'life6', 'wild'], 7: ['life7'], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 3, 4: 0, 5: 3, 6: 3, 7: 1, 8: 0, 9: 1, 10: 0}",9,3,1,0,3
9482,2.5,1.1,3.6,2,9,"['life2', 'super_life10', 'super_life7', 'life2', 'life2', 'super_life3', 'super_life8', 'wild', 'death8']","{'suits': {1: [], 2: ['life2', 'life2', 'life2', 'wild'], 3: ['super_life3'], 4: [], 5: [], 6: [], 7: ['super_life7'], 8: ['super_life8', 'death8'], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 4, 3: 1, 4: 0, 5: 0, 6: 0, 7: 1, 8: 2, 9: 0, 10: 1}",7,1,1,0,4
9483,0.0,0.0,0.0,0,2,"['super_life1', 'super_death']","{'suits': {1: ['super_life1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,1,1
9484,0.3,0.1,0.4,1,3,"['wild', 'life3', 'death1']","{'suits': {1: ['death1'], 2: [], 3: ['life3', 'wild'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 2, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,1,1,0,2
9485,0.2,0.1,0.3,1,3,"['life4', 'life4', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'life4'], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",2,0,1,0,2
9486,0.0,0.0,0.0,0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1
9487,0.9,0.1,1.0,1,5,"['life6', 'super_life3', 'life5', 'wild', 'death8']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: [], 5: ['life5'], 6: ['life6', 'wild'], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 2, 7: 0, 8: 1, 9: 0, 10: 0}",3,1,1,0,2
9488,0.0,0.0,0.0,0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1
9489,2.5,1.0,3.5,1,9,"['life4', 'life3', 'super_life8', 'super_life3', 'life1', 'life7', 'super_wild', 'life3', 'death10']","{'suits': {1: ['life1'], 2: [], 3: ['life3', 'super_life3', 'life3', 'super_wild'], 4: ['life4'], 5: [], 6: [], 7: ['life7'], 8: ['super_life8'], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 4, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 0, 10: 1}",7,1,1,0,4
9490,0.0,0.0,0.0,0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0
9491,1.6,0.5,2.1,1,4,"['super_wild', 'life5', 'super_life5', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5', 'super_life5', 'super_wild'], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 3, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",2,1,1,0,3
9492,0.7,0.0,0.7,0,4,"['super_life10', 'life1', 'life5', 'death3']","{'suits': {1: ['life1'], 2: [], 3: ['death3'], 4: [], 5: ['life5'], 6: [], 7: [], 8: [], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",3,0,1,0,1
9493,1.1,0.2,1.3,2,8,"['life8', 'life4', 'super_life9', 'life7', 'life9', 'life1', 'life8', 'death2']","{'suits': {1: ['life1'], 2: ['death2'], 3: [], 4: ['life4'], 5: [], 6: [], 7: ['life7'], 8: ['life8', 'life8'], 9: ['super_life9', 'life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 2, 9: 2, 10: 0}",7,0,1,0,2
9494,0.1,0.0,0.1,0,2,"['life5', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: ['life5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
9495,1.5,0.0,1.5,0,4,"['super_life4', 'super_life10', 'super_life3', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['super_life3'], 4: ['super_life4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",3,0,1,0,1
9496,0.5,0.0,0.5,0,2,"['super_life2', 'death3']","{'suits': {1: [], 2: ['super_life2'], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
9497,0.2,0.1,0.3,1,3,"['life8', 'life5', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: [], 8: ['life8', 'death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 2, 9: 0, 10: 0}",2,0,1,0,2
9498,2.0,1.0,3.0,2,13,"['life8', 'super_life2', 'life3', 'life7', 'life9', 'life4', 'life4', 'life1', 'life6', 'life9', 'super_life9', 'life10', 'death4']","{'suits': {1: ['life1'], 2: ['super_life2'], 3: ['life3'], 4: ['life4', 'life4', 'death4'], 5: [], 6: ['life6'], 7: ['life7'], 8: ['life8'], 9: ['life9', 'life9', 'super_life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 3, 5: 0, 6: 1, 7: 1, 8: 1, 9: 3, 10: 1}",12,0,1,0,3
9499,0.9,0.1,1.0,1,6,"['life9', 'life8', 'life5', 'super_life3', 'life10', 'death9']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: [], 5: ['life5'], 6: [], 7: [], 8: ['life8'], 9: ['life9', 'death9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 0, 8: 1, 9: 2, 10: 1}",5,0,1,0,2
9500,0.2,0.1,0.3,1,3,"['life9', 'life3', 'death3']","{'suits': {1: [], 2: [], 3: ['life3', 'death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 2, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",2,0,1,0,2
9501,0.0,0.0,0.0,0,1,['death3'],"{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
9502,0.0,0.0,0.0,0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1
9503,0.0,0.0,0.0,0,1,['death3'],"{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
9504,0.2,0.0,0.2,0,2,"['wild', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': ['wild'], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,1,1,0,1
9505,0.0,0.0,0.0,3,9,"['super_life3', 'super_life8', 'life10', 'life9', 'life3', 'super_life10', 'life7', 'super_life9', 'super_death']","{'suits': {1: [], 2: [], 3: ['super_life3', 'life3'], 4: [], 5: [], 6: [], 7: ['life7'], 8: ['super_life8'], 9: ['life9', 'super_life9'], 10: ['life10', 'super_life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 2, 4: 0, 5: 0, 6: 0, 7: 1, 8: 1, 9: 2, 10: 2}",8,0,1,1,2
9506,0.2,0.0,0.2,0,2,"['wild', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': ['wild'], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,1,1,0,1
9507,0.0,0.0,0.0,0,1,['death1'],"{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
9508,0.3,0.1,0.4,1,4,"['life5', 'life4', 'life1', 'death1']","{'suits': {1: ['life1', 'death1'], 2: [], 3: [], 4: ['life4'], 5: ['life5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",3,0,1,0,2
9509,1.4,0.2,1.6,2,6,"['life8', 'life2', 'life4', 'life1', 'super_wild', 'death2']","{'suits': {1: ['life1'], 2: ['life2', 'death2'], 3: [], 4: ['life4'], 5: [], 6: [], 7: [], 8: ['life8', 'super_wild'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 2, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 2, 9: 0, 10: 0}",4,1,1,0,2
9510,0.0,0.0,0.0,0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0
9511,0.0,0.0,0.0,0,1,['death6'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
9512,0.1,0.0,0.1,0,2,"['life5', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
9513,0.6,0.0,0.6,0,3,"['life1', 'super_life8', 'death9']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['super_life8'], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 1, 10: 0}",2,0,1,0,1
9514,1.2,0.1,1.3,1,5,"['life5', 'super_life9', 'life9', 'super_life8', 'death1']","{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: [], 8: ['super_life8'], 9: ['super_life9', 'life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 1, 9: 2, 10: 0}",4,0,1,0,2
9515,0.0,0.0,0.0,1,5,"['life7', 'wild', 'life9', 'life8', 'super_death']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7', 'wild'], 8: ['life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 2, 8: 1, 9: 1, 10: 0}",3,1,1,1,2
9516,0.1,0.0,0.1,0,2,"['life2', 'death8']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",1,0,1,0,1
9517,2.1,1.5,3.6,2,12,"['super_life6', 'life1', 'life2', 'life7', 'life6', 'wild', 'life4', 'super_life10', 'life1', 'life6', 'wild', 'death5']","{'suits': {1: ['life1', 'life1', 'wild'], 2: ['life2'], 3: [], 4: ['life4'], 5: ['death5'], 6: ['super_life6', 'life6', 'life6', 'wild'], 7: ['life7'], 8: [], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 3, 2: 1, 3: 0, 4: 1, 5: 1, 6: 4, 7: 1, 8: 0, 9: 0, 10: 1}",9,2,1,0,4
9518,0.1,0.0,0.1,0,2,"['life1', 'death6']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,1
9519,0.5,0.1,0.6,1,6,"['life9', 'life8', 'life4', 'life6', 'life6', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: ['life4'], 5: [], 6: ['life6', 'life6'], 7: [], 8: ['life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 1, 5: 0, 6: 2, 7: 0, 8: 1, 9: 1, 10: 0}",5,0,1,0,2
9520,1.3,0.0,1.3,0,6,"['super_life10', 'life7', 'life5', 'life9', 'super_life8', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: ['life5'], 6: [], 7: ['life7'], 8: ['super_life8'], 9: ['life9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 1, 8: 1, 9: 1, 10: 1}",5,0,1,0,1
